timestamp,ax,ay,az,gx,gy,gz
81,0.140747,-0.207275,0.955444,-0.061035,-1.037598,-3.173828
93,0.138306,-0.210083,0.963989,1.159668,-1.831055,-3.051758
104,0.132080,-0.216309,0.974731,2.990722,-2.746582,-2.441406
115,0.126099,-0.222778,0.976318,2.441406,-1.831055,-2.563476
126,0.124390,-0.226685,0.972046,1.525879,-0.732422,-2.624511
138,0.125244,-0.228394,0.972168,0.488281,0.183105,-2.441406
149,0.131226,-0.226562,0.979370,-0.915527,0.732422,-2.075195
160,0.134644,-0.217896,0.981201,-2.441406,0.854492,-1.647949
171,0.136108,-0.206177,0.980469,-3.295898,0.610352,-1.464844
182,0.136841,-0.197632,0.977417,-2.685547,0.122070,-1.525879
194,0.137695,-0.196533,0.974487,-1.098633,-0.305176,-1.647949
205,0.137695,-0.200317,0.972656,1.037598,-0.671387,-2.624511
216,0.135742,-0.207275,0.970093,0.915527,-0.732422,-3.295898
227,0.133545,-0.215088,0.966675,0.610352,-1.098633,-3.662109
238,0.132812,-0.218018,0.964844,0.427246,-1.708984,-3.601074
250,0.131958,-0.214233,0.969482,0.305176,-2.258301,-3.417969
261,0.127686,-0.218018,0.973022,0.183105,-2.502441,-3.051758
272,0.124756,-0.222046,0.973633,-0.061035,-2.380371,-2.624511
283,0.123657,-0.220215,0.972656,-0.671387,-2.319336,-2.319336
294,0.122559,-0.215454,0.972412,-1.525879,-2.624511,-2.380371
306,0.122314,-0.213623,0.972168,-2.502441,-4.028320,-2.868652
317,0.122803,-0.212646,0.973511,-2.319336,-4.760742,-2.990722
328,0.121582,-0.212280,0.976196,-2.075195,-5.065917,-2.990722
339,0.118042,-0.213379,0.977295,-1.831055,-5.065917,-2.868652
350,0.110962,-0.211304,0.979004,-1.708984,-4.943848,-2.685547
362,0.108032,-0.209351,0.983643,-1.403808,-4.821777,-2.380371
373,0.103638,-0.208008,0.989990,-1.037598,-4.455566,-1.831055
384,0.098877,-0.208984,0.991577,-0.854492,-3.417969,-1.342773
395,0.096924,-0.211792,0.988159,-0.793457,-2.197266,-1.403808
406,0.097900,-0.214111,0.986816,-0.366211,-1.098633,-2.258301
418,0.099365,-0.213379,0.989258,-0.305176,-1.037598,-2.441406
429,0.098877,-0.208740,0.991821,0.061035,-1.098633,-2.380371
440,0.098389,-0.203613,0.993286,0.854492,-1.159668,-2.197266
451,0.098022,-0.201172,0.997803,1.770019,-0.854492,-2.014160
462,0.097412,-0.201416,0.997437,2.258301,0.122070,-1.892090
474,0.097778,-0.201294,0.993408,2.258301,1.586914,-1.953125
485,0.099609,-0.200928,0.987061,2.197266,2.746582,-2.197266
496,0.101685,-0.201172,0.982056,2.197266,3.234863,-2.624511
507,0.102905,-0.203003,0.980713,1.831055,2.563476,-3.173828
518,0.103271,-0.203491,0.981445,1.525879,2.197266,-3.295898
530,0.103516,-0.203735,0.981567,1.525879,2.136230,-3.295898
541,0.104492,-0.206909,0.980591,1.647949,2.319336,-3.234863
552,0.105103,-0.214844,0.977783,1.525879,2.624511,-3.112793
563,0.106445,-0.215698,0.976440,1.098633,2.807617,-2.990722
574,0.108032,-0.214111,0.976074,0.793457,2.807617,-2.929687
586,0.108643,-0.212402,0.978149,0.671387,2.502441,-2.868652
597,0.108765,-0.212402,0.980103,0.671387,2.136230,-2.746582
608,0.109619,-0.213379,0.980835,1.037598,1.831055,-2.502441
619,0.110352,-0.214722,0.980713,1.342773,1.708984,-2.319336
630,0.109741,-0.215698,0.980103,1.464844,1.647949,-2.136230
642,0.109619,-0.216675,0.979248,1.342773,1.708984,-2.014160
653,0.108765,-0.224243,0.979736,0.915527,1.770019,-1.831055
664,0.108521,-0.226196,0.979980,0.244141,2.014160,-1.586914
675,0.109253,-0.226074,0.977661,-0.488281,2.502441,-1.464844
686,0.111572,-0.224243,0.974609,-0.976562,3.112793,-1.342773
697,0.114990,-0.221924,0.972656,-1.037598,3.417969,-1.281738
709,0.118408,-0.219727,0.971924,-0.488281,3.173828,-1.037598
720,0.122070,-0.217285,0.972412,0.000000,2.563476,-0.915527
731,0.124390,-0.215820,0.973145,0.610352,1.953125,-0.793457
742,0.125488,-0.215454,0.974121,1.098633,1.647949,-0.732422
753,0.124756,-0.216064,0.973633,1.342773,1.953125,-0.549316
765,0.124756,-0.219971,0.971558,1.281738,2.624511,-0.488281
776,0.126587,-0.223022,0.970459,0.915527,3.295898,-0.366211
787,0.128662,-0.222412,0.971802,0.305176,3.540039,-0.305176
798,0.131226,-0.219849,0.973755,-0.488281,3.479004,-0.183105
809,0.135376,-0.215088,0.974487,-2.136230,3.112793,-0.244141
821,0.139526,-0.207642,0.973877,-2.197266,2.746582,-0.244141
832,0.140869,-0.203003,0.972534,-1.525879,2.380371,-0.305176
843,0.139771,-0.203735,0.971680,-0.488281,2.014160,-0.305176
854,0.137329,-0.208252,0.972412,0.305176,1.770019,0.000000
865,0.134888,-0.207397,0.972168,0.793457,1.953125,0.366211
876,0.133057,-0.205811,0.971436,1.098633,2.502441,0.549316
888,0.134155,-0.203247,0.972900,1.464844,2.990722,0.427246
899,0.137451,-0.201904,0.976196,1.647949,3.112793,0.122070
910,0.139893,-0.204590,0.978271,0.488281,3.173828,-0.549316
921,0.140991,-0.207153,0.976807,-0.793457,3.601074,-0.671387
932,0.141846,-0.204712,0.972778,-1.647949,4.150391,-0.732422
944,0.143311,-0.197266,0.968384,-1.464844,4.455566,-0.671387
955,0.147705,-0.193237,0.964233,-0.366211,4.150391,-0.671387
966,0.148926,-0.199585,0.964111,0.732422,3.601074,-0.671387
977,0.149414,-0.204834,0.963257,1.159668,3.234863,-0.793457
988,0.148315,-0.208008,0.961914,0.854492,3.112793,-0.854492
1000,0.147095,-0.207764,0.961304,0.183105,2.990722,-0.732422
1011,0.146118,-0.205078,0.962280,-0.549316,2.746582,-0.427246
1022,0.144897,-0.201904,0.965210,-0.427246,2.746582,-0.427246
1033,0.143066,-0.199585,0.967651,-0.183105,2.807617,-0.610352
1044,0.139160,-0.201294,0.965454,-0.122070,3.051758,-0.854492
1056,0.138794,-0.201294,0.964844,-0.366211,3.479004,-0.854492
1067,0.140137,-0.200806,0.965698,-0.854492,3.967285,-0.793457
1078,0.141602,-0.201416,0.965942,-1.159668,4.333496,-0.732422
1089,0.143066,-0.202393,0.964478,-1.220703,4.577637,-0.732422
1100,0.145142,-0.201294,0.961914,-1.159668,4.577637,-0.915527
1112,0.148071,-0.198364,0.956787,-0.244141,4.760742,-1.342773
1123,0.153076,-0.195801,0.948975,0.366211,5.187988,-1.525879
1134,0.159302,-0.193359,0.942749,0.793457,5.371093,-1.770019
1145,0.167480,-0.190186,0.943115,0.854492,5.004883,-2.197266
1156,0.172485,-0.188477,0.945923,0.671387,4.394531,-2.746582
1168,0.177734,-0.186890,0.947510,0.305176,3.906250,-3.295898
1179,0.181885,-0.188599,0.947876,-0.244141,3.662109,-3.784179
1190,0.185425,-0.193604,0.948975,-1.037598,3.723144,-4.333496
1201,0.188599,-0.198975,0.951294,-2.136230,3.845215,-4.943848
1213,0.190186,-0.202515,0.954590,-3.784179,2.868652,-5.859375
1224,0.188965,-0.205322,0.959717,-3.479004,1.647949,-6.347656
1235,0.185791,-0.208862,0.966431,-3.173828,0.366211,-6.652832
1246,0.179321,-0.210205,0.976685,-3.173828,-0.366211,-6.591796
1258,0.177734,-0.209351,0.977661,-2.502441,-0.427246,-6.103515
1269,0.178101,-0.212158,0.979004,-0.732422,-0.061035,-5.554199
1280,0.179932,-0.217651,0.981323,1.098633,0.183105,-5.065917
1291,0.183472,-0.222656,0.982910,2.075195,0.183105,-4.760742
1303,0.187256,-0.226685,0.983398,0.732422,-0.305176,-4.455566
1314,0.189697,-0.228516,0.981201,-1.098633,-0.488281,-4.272461
1325,0.190918,-0.224854,0.977539,-2.624511,-0.549316,-3.723144
1336,0.191162,-0.218262,0.976318,-3.173828,-0.671387,-3.173828
1348,0.191650,-0.212402,0.981689,-2.929687,-0.915527,-2.746582
1359,0.190552,-0.213989,0.986328,-2.258301,-1.281738,-2.441406
1370,0.187134,-0.217529,0.990723,-1.647949,-1.586914,-2.075195
1381,0.182739,-0.222046,0.995117,-1.220703,-1.892090,-1.464844
1393,0.177734,-0.224854,0.998169,-1.342773,-1.708984,-0.671387
1404,0.173096,-0.223145,0.999634,-2.746582,0.061035,0.793457
1415,0.171021,-0.217529,1.000488,-3.112793,0.915527,1.220703
1426,0.170654,-0.210571,1.000854,-2.807617,1.647949,1.525879
1437,0.168091,-0.200928,1.000244,-2.075195,2.197266,1.708984
1449,0.163696,-0.201904,0.997681,-1.281738,2.746582,1.770019
1460,0.159912,-0.203735,0.993408,-0.793457,3.479004,1.770019
1471,0.157593,-0.202637,0.989014,-0.732422,4.272461,1.831055
1482,0.156250,-0.199341,0.986328,-0.976562,4.882812,1.892090
1494,0.155762,-0.194336,0.984863,-1.281738,5.798339,2.014160
1505,0.155884,-0.189087,0.983032,-1.220703,6.347656,1.953125
1516,0.156494,-0.185913,0.980469,-0.976562,6.835937,1.708984
1527,0.158569,-0.183594,0.977295,-0.671387,7.019042,1.281738
1538,0.163574,-0.181396,0.968628,-0.427246,6.774902,0.854492
1550,0.166382,-0.182373,0.963989,-0.610352,6.164550,0.488281
1561,0.168701,-0.181885,0.959717,-1.037598,5.615234,0.305176
1572,0.170898,-0.177979,0.955200,-1.586914,5.187988,0.122070
1583,0.172974,-0.172119,0.951172,-1.708984,4.821777,-0.061035
1594,0.174072,-0.168945,0.948242,-0.305176,3.601074,-0.854492
1606,0.174438,-0.170776,0.946899,0.244141,2.746582,-1.464844
1617,0.174072,-0.175293,0.948242,0.000000,1.647949,-1.953125
1628,0.172729,-0.179321,0.953979,-1.220703,0.610352,-2.319336
1639,0.169922,-0.176514,0.970337,-3.051758,-0.122070,-2.441406
1650,0.167114,-0.171753,0.976562,-4.577637,-0.549316,-2.502441
1662,0.163940,-0.167969,0.980713,-5.004883,-0.854492,-2.502441
1673,0.163330,-0.167847,0.983765,-4.333496,-1.098633,-2.624511
1684,0.163452,-0.171875,0.987061,-3.356933,-1.281738,-2.746582
1695,0.161377,-0.177979,0.992065,-3.234863,-0.915527,-2.685547
1707,0.157593,-0.183594,0.999146,-3.967285,-0.122070,-2.380371
1718,0.153809,-0.185425,1.004150,-4.638672,0.976562,-2.136230
1729,0.151978,-0.184326,1.004517,-4.943848,2.075195,-1.953125
1740,0.153198,-0.182495,0.996216,-4.882812,2.929687,-1.892090
1752,0.155762,-0.180542,0.988159,-4.455566,3.417969,-1.831055
1763,0.160278,-0.178467,0.979736,-3.784179,3.723144,-1.647949
1774,0.164062,-0.176880,0.973145,-3.051758,3.662109,-1.464844
1785,0.165405,-0.174927,0.970215,-2.258301,2.929687,-1.342773
1796,0.164429,-0.178223,0.970459,-2.563476,0.732422,-1.708984
1808,0.162842,-0.184692,0.970581,-4.211426,0.366211,-2.197266
1819,0.162109,-0.186401,0.969238,-6.042480,0.427246,-2.380371
