ax,ay,az,gx,gy,gz,label
-0.2348070158521036,0.0641425827089178,0.4933462550482353,0.0290698258757133,0.1341121211729433,0.1828378112502406,3
-0.2386802766900533,0.0542129070235231,0.5243222319332055,0.0327970981438298,0.1351313202748631,0.141126191901818,3
-0.2487571044766537,0.0430428691194065,0.5495631699519794,0.0452213356449061,0.1381889342792235,0.0899346181173936,3
-0.2580592800956643,0.0227734526435204,0.5608058010430047,0.0843576893711614,0.1402273324830631,-0.0010725654899786,3
-0.2530208662023641,-0.0041180069345024,0.5621836389613665,0.0974031270426647,0.1371697184787028,-0.0352002709916647,3
-0.2355816680196935,-0.0285253531072715,0.5601178219459784,0.1017516096591446,0.129016125663344,-0.0655360195699825,3
-0.1743492239364664,-0.0487947695831574,0.5594298428489519,0.1017516096591446,0.1167857030431043,-0.0958717060207191,3
-0.1383056745157748,-0.0549999696445766,0.5631009444240684,0.0992667682656912,0.1086320768305439,-0.1281034330607211,3
-0.1111769746302988,-0.0599648074872739,0.5672306987305361,0.0936758547745482,0.1086320768305439,-0.1546471936518801,3
-0.0968395599219536,-0.0612051697059955,0.5704431475743016,0.0849788997195248,0.1157665039411844,-0.1773989973196708,3
-0.0960649077543637,-0.0570706289769233,0.5718209854926634,0.0769031448349284,0.123920113455144,-0.1982548225257774,3
-0.1045892564018187,-0.0508654289155044,0.574574781605078,0.0756607241382017,0.1422657306869028,-0.2437583987975682,3
-0.116990040691189,-0.0504519748425971,0.5816876583896358,0.0837364790227981,0.1524577551033029,-0.2627182455419907,3
-0.1200918241655144,-0.0620320778518101,0.5917836576522837,0.0905698030327314,0.1646881777235427,-0.277886135363045,3
-0.108465692043734,-0.0736155698288336,0.5982085553398148,0.0955394959975746,0.1799761976495419,-0.2987419605691516,3
-0.061570662668852,-0.0885100833569259,0.584670780867726,0.098024337391028,0.1911874211678619,-0.3347656445325218,3
-0.0464585957929169,-0.0980263049694134,0.5738849227837428,0.0974031270426647,0.1932258193717015,-0.3802692518681032,3
-0.0410328558158218,-0.1104367050922515,0.565854740536483,0.0955394959975746,0.1891490229640222,-0.4257727970761034,3
-0.0418075079834117,-0.1249143755796257,0.5628716180583929,0.0955394959975746,0.1860914089596618,-0.4636924595011578,3
-0.0418075079834117,-0.1315330297139519,0.5594298428489519,0.0986455579173278,0.1911874211678619,-0.4807562967201055,3
-0.0398677027604713,-0.1393954350348107,0.5539222506241225,0.115418278034884,0.2288978714319002,-0.4902362200923167,3
-0.0418075079834117,-0.1534596514492777,0.5470387002052403,0.1259788844908702,0.2584547288805797,-0.494028177015685,3
-0.0518843357700121,-0.1683541649773698,0.5387791915923051,0.1371606911172834,0.2951459800426982,-0.495924155477369,3
-0.0553702705241669,-0.2299927115186532,0.5257000698515671,0.1433728149567897,0.333875662805858,-0.494028177015685,3
-0.0363817680063164,-0.2730156578756792,0.5169800287829723,0.1390243323403099,0.367509316662217,-0.494028177015685,3
-0.0084784159532505,-0.2866698091850497,0.5018350900268461,0.1210091813480906,0.390950929403575,-0.499716143464528,3
0.0236886978255256,-0.2742594090622116,0.4830209294199121,0.0974031270426647,0.4021621529218949,-0.5110920452984233,3
0.0469409620690863,-0.2535731495456076,0.4653515209170468,0.0769031448349284,0.3970661407136949,-0.522467916068528,3
0.0527540281299765,-0.231646527810282,0.4488306239668677,0.0657213280305788,0.350182898532378,-0.5490117077234777,3
0.0481061151244368,-0.2068257275646059,0.4293266045385985,0.0706910311733585,0.3185876428798587,-0.5717635113912684,3
0.0395785916730163,-0.190690851817792,0.4098225851103292,0.0787667860579549,0.2818963583205386,-0.5964112935207433,3
0.0221393934903458,-0.1791073598407684,0.4011025440417343,0.0874637411129782,0.2513203017699392,-0.6115791522780069,3
0.0039255431400852,-0.1344305971921134,0.4008732176760587,0.0967819166943013,0.2339938836401002,-0.6210590756502181,3
0.0260158291322611,-0.1265681918712546,0.3967434633695911,0.1104485850700407,0.2309362696357398,-0.6324349774841135,3
0.0601195733300121,-0.1315330297139519,0.3960554842725647,0.1303273671073501,0.2339938836401002,-0.647602836241377,3
0.0949979696953532,-0.1604917596565112,0.3939896672571766,0.1446152356535164,0.2390898958483003,-0.6665626519220089,3
0.1267777573903345,-0.2002070734302795,0.3896305865850334,0.1464788768765429,0.2390898958483003,-0.6931064435769585,3
0.1457662599081849,-0.2171688573229079,0.389859912950709,0.1334334188491669,0.206475457792462,-0.7215461826298016,3
0.15196665205287,-0.2366113656529794,0.3905478920477355,0.1266000948392336,0.1779377994457023,-0.7310261060020129,3
0.1550684355271954,-0.2730156578756792,0.3919257299660972,0.1123122161151308,0.1422657306869028,-0.7442979862975924,3
