timestamp,ax,ay,az,gx,gy,gz,label
81,-0.053820966188987,0.3268384225564863,0.5640182498867703,-0.0156574311637485,0.0291343464975863,0.1240623236190796,3
93,-0.061570662668852,0.3173222009439987,0.5800804941055985,-0.0032331936626722,0.0158847247754266,0.1278542805424479,3
104,-0.081336992158258,0.2962224873544875,0.6002724926308942,0.0154031574999739,0.0005967048494274,0.1468141272868704,3
115,-0.1003254946761085,0.2742992545869725,0.6032556151089844,0.0098122541867673,0.0158847247754266,0.1430221703635021,3
126,-0.1057512346532036,0.2610585573505093,0.5952254328617246,0.0004940786054442,0.0342303587057863,0.141126191901818,3
138,-0.1030399520666388,0.2552668113619974,0.5954547592274002,-0.0100665278505419,0.0495183786317856,0.1468141272868704,3
149,-0.0840482747448228,0.2614754003912272,0.608992533699489,-0.0243543963967083,0.0586912039462658,0.1581900291207657,3
160,-0.0731967947906324,0.2908441954388828,0.6124343089089302,-0.0398846958175378,0.0607296021501055,0.1714619094163452,3
171,-0.0685488817850927,0.3305595092126512,0.6110583507148774,-0.0485816610504975,0.0566528057424261,0.1771498448013976,3
182,-0.0662217504783573,0.3595182391552104,0.6053214321243725,-0.0423695473889276,0.0484991795298657,0.1752538663397135,3
194,-0.0635104678917924,0.363242714779186,0.5998138398995432,-0.0262180376197348,0.041364769117826,0.1714619094163452,3
205,-0.0635104678917924,0.3504188605834408,0.5963720646901021,-0.0044756143593989,0.0352495578077061,0.141126191901818,3
216,-0.0697108600364776,0.3268384225564863,0.5915543312866081,-0.0057180452340621,0.0342303587057863,0.1202703666957114,3
227,-0.0766859043487527,0.3003604170513704,0.5851294335990768,-0.0088240969758788,0.0281151473956664,0.108894464861816,3
238,-0.0790130356554881,0.2904307413659757,0.5816876583896358,-0.0106877381989053,0.0179231396778672,0.1107904433235002,3
250,-0.081724318242053,0.3032579845295317,0.5904058197339217,-0.011930158895632,0.0087503143633869,0.1164783787085525,3
261,-0.0952870807828082,0.2904307413659757,0.5970600437871286,-0.0131725897702951,0.0046735179557076,0.1278542805424479,3
272,-0.1045892564018187,0.2767799790244159,0.5982085553398148,-0.0156574311637485,0.0067119161595473,0.141126191901818,3
283,-0.108078365959939,0.282985179085835,0.5963720646901021,-0.0218695550032549,0.0077311152614671,0.1506060842102386,3
294,-0.1115643007140938,0.2991200548326487,0.5959134119587512,-0.0305665202362146,0.0026351197518679,0.1487101057485545,3
306,-0.1123421276856493,0.3053252548940678,0.5954547592274002,-0.0405059061659011,-0.0208065263866917,0.1335422469912909,3
317,-0.1107896485465039,0.3086362764451363,0.5979792289741394,-0.038642275120811,-0.0330369490069315,0.1297502900679226,3
328,-0.1146660841884192,0.309876638663858,0.6030262887433088,-0.0361574235494212,-0.0381329445165307,0.1297502900679226,3
339,-0.1259048902264045,0.3061521630398822,0.6050921057586971,-0.0336725821559678,-0.0381329445165307,0.1335422469912909,3
350,-0.1483825023023753,0.3131842712471158,0.6083045546024627,-0.0324301512813047,-0.0360945630112918,0.1392301823763433,3
362,-0.1576846779213858,0.319802925381442,0.6170245956710577,-0.0293240893615515,-0.0340561481088513,0.1487101057485545,3
373,-0.171634766545936,0.3243543091512322,0.6289552058591094,-0.0255968272713714,-0.0279409367987314,0.1657739429675022,3
384,-0.1867500082258367,0.3210466765679744,0.6319383283371995,-0.0237331860483449,-0.0106145186688925,0.1809418327885565,3
395,-0.1929504003705218,0.3115304549554868,0.6255134306496682,-0.0231119756999816,0.0097695134653068,0.1790458543268724,3
406,-0.189851791700162,0.3036714386024389,0.6229889609029291,-0.0187634930835017,0.0281151473956664,0.1525020626719228,3
418,-0.1852007038906568,0.3061521630398822,0.6275792476650564,-0.0181422827351383,0.0291343464975863,0.1468141272868704,3
429,-0.1867500082258367,0.3218735847137888,0.6323969810685504,-0.0144150104670218,0.0281151473956664,0.1487101057485545,3
440,-0.1882993125610166,0.3392488226793244,0.6351507771809651,-0.0063392555824254,0.0270959482937466,0.1543980411336069,3
451,-0.1894644656163671,0.3475212931052795,0.6436414918838845,0.0029789199988976,0.0321919605019466,0.1600860075824499,3
