ax,ay,az,gx,gy,gz,label
0.3125825242773473,0.522517672525714,1.8006706632153269,0.0342884289633381,0.323820268238525,-0.3705838202547947,5
0.2771573399155563,0.3568584072193516,1.899809975389416,0.2201307708944767,0.4089376369641539,-0.4287961790192186,5
0.3279583649759452,0.2680900590704176,1.942348857561984,0.3537410144261517,0.4006400322505316,-0.4348599697021486,5
0.3139442341141826,0.1924486790624262,2.009848607124934,0.4449307440459549,0.4043873384538616,-0.392413448168182,5
0.3112192199325063,0.1207675807302459,1.981899750820565,0.4798483296994597,0.4249975269575968,-0.3701795688672538,5
0.3310740336190086,0.0667985007895378,1.9057873932120468,0.4740768238748021,0.4801364723691045,-0.3301585755283482,5
0.4484425788997716,0.0461691886980823,1.6936200203937952,0.3681697695317674,0.5069029527678961,-0.2573931535659052,5
0.5660056541572254,0.1343127682722979,1.5204765027895375,0.2931402836434877,0.4868280924688024,-0.2007978135981887,5
0.702061833264346,0.2193290909369938,1.4262576523595891,0.1670329541861372,0.4084023087595124,-0.0779050804919569,5
0.7750520317315261,0.247460746978962,1.4227426254010147,0.1182637715743051,0.3537986915526461,-0.0382883517871357,5
0.8346116892670161,0.3124742331448846,1.37651159692702,0.1269210350393057,0.3436274644352979,-0.0597137349362536,5
0.8612782411537061,0.3174740887605961,1.2840509799736868,0.214070690724189,0.3484453963499718,-0.1106495289853094,5
0.8682861038385903,0.2866351022281811,1.217078268455324,0.3280578692969926,0.3722675628523956,-0.1159048102698857,5
0.9044894081071444,0.1593171674047464,1.067137384764833,0.3378694206884851,0.4373101063622898,-0.0750753141558982,5
1.0029773840928644,0.1159742742881435,0.9314351682461492,0.2801544049940365,0.4699652101683972,-0.050820177917265,5
1.089983307929813,0.1736953797130898,0.867450445641773,0.1687644049879316,0.4967316905671889,-0.0192884902098071,5
1.2523137899542307,0.1624427172963025,0.7637405904252771,0.1191294993392094,0.482545453675411,-0.0124161967517951,5
1.3089554978393594,0.0968044625556615,0.7252452132505283,0.1035464421230593,0.4705005383730387,-0.0091821790281955,5
1.3077867234712093,0.1372300619722812,0.7001072265172926,0.0888291173998278,0.4595262838653693,0.0292218153838177,5
1.3364001696328125,0.2130779911538816,0.6637214415155512,0.0925805933490468,0.4563143058666807,0.0757108176768358,5
1.45240700507674,0.2453764780452701,0.5969244093453843,0.1026807190861692,0.4619352651716757,0.0874341344086113,5
1.4825766910518694,0.2691313400282817,0.5503434621696548,0.0798832890452255,0.4964640264648681,0.0797533381755174,5
1.498925181633921,0.3093486832533285,0.4606951547821127,0.0210139759682568,0.5039586388715283,0.019519755589747,5
1.5547887696122866,0.3237251885437082,0.4271202393515047,0.0137996031434631,0.478798147472081,-0.0342458312884541,5
1.569191960427431,0.3135155141027487,0.3842299984825453,0.0363084541107626,0.4199118958572432,-0.1409684559068726,5
1.576783413042387,0.299553814177551,0.3501294850020072,0.0484286144513379,0.4019783527621352,-0.1830107061834831,5
1.6098726431758832,0.3016380831112429,0.287198838486806,0.0334227011984338,0.3990340432511872,-0.1846277183569188,5
1.659504893868122,0.2962200080944221,0.2613595743554442,0.0123567266872987,0.3816358327461406,-0.1894787482539541,5
1.6902597642813293,0.2933027143944389,0.2560863139202544,0.0152424795996275,0.3366681802332794,-0.2016063163732707,5
1.7377521852299695,0.3058049139606631,0.2353446308758867,0.0068737999362853,0.3088310434252048,-0.205648843495224,5
1.7661695069068768,0.3410206945520348,0.2228641971806954,-0.0228494333118361,0.2480711167816026,-0.2181806696253533,5
1.77181406524692,0.3633177631940366,0.2146015078368617,-0.0563241425091765,0.1923968431654534,-0.2412230517013635,5
1.7866063160154455,0.3931154687685875,0.2022967534898662,-0.0762358196377914,0.1685746942047091,-0.2557761413924695,5
1.8076283095620924,0.4231214305347111,0.1935084660961023,-0.0929731742364617,0.1201273601220596,-0.291350349598609,5
1.809769733813696,0.3964492748517163,0.2024724328380621,-0.0695985955042579,0.0821189654986977,-0.3257117970188539,5
1.7906946345419623,0.3347695947689227,0.2066916171840769,-0.0618070692601899,0.0684680611969811,-0.3580519941246654,5
1.8198900761256325,0.2805922586366418,0.1878838469645207,-0.0675785703568334,0.0716800391956697,-0.3693710594689001,5
1.964704887707854,0.2124532225791632,0.1653839304435373,-0.0791215725501202,0.0778363310907261,-0.3637115267967828,5
2.0598842595818256,0.1826555170046123,0.1539575728375211,-0.0701757489235321,0.0561554774068682,-0.3131799907585396,5
