label,ax0,ay0,az0,gx0,gy0,gz0,ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2,ax3,ay3,az3,gx3,gy3,gz3,ax4,ay4,az4,gx4,gy4,gz4,ax5,ay5,az5,gx5,gy5,gz5,ax6,ay6,az6,gx6,gy6,gz6,ax7,ay7,az7,gx7,gy7,gz7,ax8,ay8,az8,gx8,gy8,gz8,ax9,ay9,az9,gx9,gy9,gz9,ax10,ay10,az10,gx10,gy10,gz10,ax11,ay11,az11,gx11,gy11,gz11,ax12,ay12,az12,gx12,gy12,gz12,ax13,ay13,az13,gx13,gy13,gz13,ax14,ay14,az14,gx14,gy14,gz14,ax15,ay15,az15,gx15,gy15,gz15,ax16,ay16,az16,gx16,gy16,gz16,ax17,ay17,az17,gx17,gy17,gz17,ax18,ay18,az18,gx18,gy18,gz18,ax19,ay19,az19,gx19,gy19,gz19,ax20,ay20,az20,gx20,gy20,gz20,ax21,ay21,az21,gx21,gy21,gz21,ax22,ay22,az22,gx22,gy22,gz22,ax23,ay23,az23,gx23,gy23,gz23,ax24,ay24,az24,gx24,gy24,gz24,ax25,ay25,az25,gx25,gy25,gz25,ax26,ay26,az26,gx26,gy26,gz26,ax27,ay27,az27,gx27,gy27,gz27,ax28,ay28,az28,gx28,gy28,gz28,ax29,ay29,az29,gx29,gy29,gz29,ax30,ay30,az30,gx30,gy30,gz30,ax31,ay31,az31,gx31,gy31,gz31,ax32,ay32,az32,gx32,gy32,gz32,ax33,ay33,az33,gx33,gy33,gz33,ax34,ay34,az34,gx34,gy34,gz34,ax35,ay35,az35,gx35,gy35,gz35,ax36,ay36,az36,gx36,gy36,gz36,ax37,ay37,az37,gx37,gy37,gz37,ax38,ay38,az38,gx38,gy38,gz38,ax39,ay39,az39,gx39,gy39,gz39,ax40,ay40,az40,gx40,gy40,gz40,ax41,ay41,az41,gx41,gy41,gz41,ax42,ay42,az42,gx42,gy42,gz42,ax43,ay43,az43,gx43,gy43,gz43,ax44,ay44,az44,gx44,gy44,gz44,ax45,ay45,az45,gx45,gy45,gz45,ax46,ay46,az46,gx46,gy46,gz46,ax47,ay47,az47,gx47,gy47,gz47
double,-0.20752,1.929077,0.405518,62.561031,-117.675774,-1.159668,-0.417847,1.435669,0.157227,540.83252,-282.653809,-207.641586,-0.961548,0.192505,-0.375977,716.796814,-353.637665,-256.469727,-1.254517,-0.877686,-0.75647,888.427673,-431.091278,-249.023422,-1.300781,-1.369507,-0.616943,843.322693,-443.42038,-139.648437,-1.327515,-1.807495,0.059204,748.718201,-401.855438,-64.453125,-1.386475,-1.647827,0.440186,430.175751,-233.947739,46.997066,-1.348389,-1.405884,0.491455,34.118652,-9.94873,59.753414,-1.142212,-0.892212,0.25708,-148.55957,97.290031,42.968746,-1.015137,-0.65564,-0.11792,-415.954559,248.16893,14.404296,-0.952148,-0.632324,-0.243286,-537.963867,286.132812,12.145995,-0.800537,-0.578491,-0.255615,-551.391602,268.432617,23.437498,-0.733765,-0.371338,-0.040161,-507.324188,194.457993,61.462399,-0.737793,-0.23938,0.075684,-413.940399,124.816887,82.94677,-0.736572,-0.062012,0.244019,-321.594208,73.608398,71.716309,-0.75708,-0.115234,0.427856,-288.574219,56.823727,61.218258,-0.745361,-0.130249,0.478516,-244.628891,38.452148,44.43359,-0.716309,-0.091553,0.557129,-198.181137,21.545408,38.024902,-0.754028,-0.181885,0.670288,-175.96434,17.883301,37.841797,-0.75354,-0.219482,0.691895,-154.11377,23.986814,37.963867,-0.702515,-0.146851,0.693604,-146.911621,25.390623,37.963867,-0.683228,-0.057617,0.726929,-119.99511,17.456055,37.719727,-0.68457,-0.031982,0.735596,-85.20507,10.559081,31.188963,-0.684692,-0.018799,0.732666,-69.335937,10.253905,26.123045,-0.681274,-0.045654,0.728516,-45.166012,12.573241,19.104004,-0.67041,-0.055298,0.724609,-30.09033,13.000487,14.526366,-0.656494,-0.064941,0.721313,-24.597166,10.803222,11.96289,-0.657959,-0.057739,0.71521,-16.357422,4.394531,7.141113,-0.662354,-0.062256,0.717407,-10.009766,-1.464844,4.02832,-0.672974,-0.088135,0.728271,-8.850098,-3.417969,2.929687,-0.685669,-0.110596,0.731079,-12.695312,-4.02832,3.173828,-0.683716,-0.098022,0.734741,-19.104004,-2.624511,6.530761,-0.684448,-0.059937,0.75061,-18.737793,-2.01416,7.629394,-0.685425,-0.028809,0.743774,-10.0708,0.0,6.04248,-0.685791,-0.037354,0.739014,2.868652,0.488281,1.220703,-0.684204,-0.082886,0.728149,6.652832,0.366211,-0.12207,-0.690186,-0.12561,0.723877,7.568359,0.427246,0.793457,-0.699951,-0.14563,0.722168,0.12207,2.868652,4.455566,-0.711426,-0.167358,0.712891,-5.554199,4.882812,6.408691,-0.699951,-0.17395,0.7052,-16.174316,7.080078,9.216309,-0.69751,-0.185791,0.703613,-20.812986,5.92041,12.512206,-0.697754,-0.206421,0.695801,-20.935057,4.760742,15.075683,-0.70874,-0.236816,0.695068,-18.249512,1.159668,20.751951,-0.718384,-0.258301,0.693726,-19.53125,0.183105,27.832029,-0.715942,-0.288574,0.689087,-23.010252,1.159668,31.921385,-0.698975,-0.298706,0.69165,-32.226562,2.624511,40.710445,-0.694092,-0.289795,0.695068,-39.916992,1.098633,49.621578,-0.698364,-0.268921,0.708496,-42.907711,0.061035,53.588863
junk,-0.723511,-0.741699,-0.451172,-69.946289,-104.248039,134.58252,-0.641113,-0.716797,-0.399292,-61.706539,-105.468742,129.882812,-0.609375,-0.703125,-0.379639,-63.476559,-102.47802,124.755852,-0.536133,-0.667969,-0.340332,-63.659664,-101.013176,121.826164,-0.468018,-0.638672,-0.285889,-60.791012,-103.149406,119.873039,-0.441406,-0.604858,-0.25415,-50.109859,-106.689445,113.586418,-0.390137,-0.545654,-0.210693,-37.536621,-98.510735,97.412102,-0.331299,-0.557251,-0.181152,-32.592773,-90.454094,87.707512,-0.28772,-0.568237,-0.163574,-33.935547,-73.913574,75.012207,-0.24353,-0.578735,-0.145996,-47.180172,-58.105465,63.903805,-0.253418,-0.609619,-0.164917,-53.100582,-50.720211,54.199215,-0.241089,-0.649658,-0.181763,-60.913082,-37.17041,31.98242,-0.2323,-0.664185,-0.187012,-58.959957,-24.780272,16.235352,-0.220337,-0.683716,-0.197388,-55.114742,-18.737793,11.535644,-0.214844,-0.716431,-0.219482,-43.090816,-8.056641,7.080078,-0.21106,-0.72937,-0.226196,-29.357908,-4.089355,5.92041,-0.197754,-0.730347,-0.241699,-22.460936,-4.638672,4.577637,-0.186646,-0.73291,-0.26355,-7.507324,-8.056641,-1.525879,-0.190796,-0.754883,-0.268921,7.080078,-11.901855,-9.70459,-0.200684,-0.814453,-0.269043,11.96289,-13.122558,-13.671874,-0.206421,-0.907593,-0.275146,10.925292,-13.97705,-16.662598,-0.217041,-0.944824,-0.276611,-5.004883,-13.610839,-12.817382,-0.224854,-0.948364,-0.288452,-18.737793,-13.488769,-12.145995,-0.193848,-0.91272,-0.296509,-19.65332,-14.648437,-12.451171,-0.180908,-0.900024,-0.297241,-6.774902,-18.920898,-11.901855,-0.1698,-0.907593,-0.291382,3.112793,-21.667479,-10.803222,-0.187622,-0.940674,-0.279663,18.737793,-26.550291,-8.728027,-0.200684,-0.965332,-0.272949,20.874022,-26.550291,-10.253905,-0.220581,-0.997559,-0.266724,12.634276,-21.728514,-11.352538,-0.22583,-1.006714,-0.288818,9.643555,-19.470215,-10.0708,-0.215088,-0.985718,-0.301758,11.779784,-18.493652,-2.319336,-0.202881,-0.955811,-0.305298,28.07617,-20.080564,4.150391,-0.174316,-0.887451,-0.316162,39.672852,-21.423338,5.065917,-0.150269,-0.856689,-0.321289,64.025879,-22.888182,3.784179,-0.141113,-0.866577,-0.329712,85.510246,-23.071287,4.577637,-0.136597,-0.873047,-0.352417,91.979973,-24.841307,6.225585,-0.134888,-0.813477,-0.375122,102.661125,-32.287598,8.300781,-0.133179,-0.777466,-0.383789,121.948235,-40.893551,4.516602,-0.121948,-0.641724,-0.423096,138.671875,-45.654293,-0.305176,-0.163696,-0.529175,-0.448608,171.81395,-55.847164,-18.737793,-0.227051,-0.493896,-0.441895,199.523911,-50.537106,-62.805172,-0.428589,-0.662842,-0.348267,202.758774,-37.658691,-96.618645,-0.686279,-1.56189,-0.035645,115.173332,18.981934,-172.607407,-0.901367,-2.177002,0.306152,-54.931637,193.054184,-206.176743,-1.506104,-3.011475,0.050415,-195.37352,366.699188,-196.716293,-1.519897,-2.877319,-1.312378,-705.810486,723.815857,-84.106438,-1.410767,-2.498657,-1.927246,-1025.32959,908.080994,157.531738,-1.428589,-1.430542,-1.791138,-750.610291,826.843201,360.290497
4,-0.520996,-0.63269,-0.579346,-10.375976,1.586914,-10.559081,-0.517944,-0.613647,-0.593994,-5.493164,1.281738,-9.399414,-0.525024,-0.633789,-0.591553,7.873535,-0.244141,-6.713867,-0.529663,-0.650024,-0.583984,14.709472,-2.685547,-3.90625,-0.53418,-0.661987,-0.569336,13.793944,-3.601074,-2.624511,-0.525635,-0.646606,-0.578003,6.286621,-2.563476,-1.220703,-0.519287,-0.638794,-0.581299,-2.258301,-0.366211,0.488281,-0.512939,-0.622681,-0.586426,-4.760742,0.488281,1.220703,-0.509766,-0.617798,-0.585083,-6.713867,1.037598,0.549316,-0.506958,-0.622314,-0.581665,-8.178711,-0.793457,0.183105,-0.50061,-0.618164,-0.581543,-8.422852,-2.258301,0.915527,-0.494385,-0.609619,-0.580688,-7.507324,-5.310058,2.13623,-0.491455,-0.608032,-0.574341,-5.249023,-8.117676,2.258301,-0.490112,-0.605469,-0.553955,-3.784179,-9.216309,2.13623,-0.493896,-0.623413,-0.526611,-3.112793,-11.230468,1.464844,-0.49939,-0.622559,-0.508423,-6.103515,-12.08496,-0.183105,-0.525879,-0.628784,-0.458862,-8.789063,-11.779784,-1.89209,-0.584351,-0.65332,-0.37146,-15.502929,-9.460449,-6.774902,-0.636597,-0.671753,-0.307129,-18.371582,-9.460449,-15.380858,-0.77124,-0.663696,-0.123047,-4.02832,-2.380371,-38.635254,-0.838257,-0.686157,0.484375,0.854492,33.02002,-53.649899,-0.979614,-0.536987,0.827026,53.283688,279.23584,-84.655754,-1.379639,-0.164307,0.517578,83.740227,590.454102,-136.901855,-1.410889,-0.235107,0.077393,57.189938,678.710876,-148.986816,-1.248169,-0.113159,-0.156738,28.991697,721.13031,-139.587402,-1.288574,-0.113159,-0.288574,66.223145,654.418884,-132.629395,-1.465454,-0.430786,-0.561523,72.08252,597.045898,-136.59668,-1.388184,-0.757568,-0.864014,16.906738,445.007294,-142.700195,-1.228271,-0.935669,-0.966187,-26.428221,216.247543,-109.802238,-1.017578,-1.150635,-0.960815,-14.282226,80.505363,-68.725586,-1.115601,-1.041382,-0.76062,25.390623,-185.302719,38.574219,-1.208618,-0.879272,-0.620361,37.963867,-384.033173,123.107903,-1.362183,-0.684326,-0.459961,56.640621,-450.012177,152.526855,-1.492554,-0.708618,-0.402344,136.474609,-529.174805,199.645981,-1.539185,-0.800903,-0.387207,230.712875,-530.578613,236.45018,-1.471924,-0.964844,-0.375366,248.16893,-502.01413,249.572739,-1.175293,-0.865723,-0.348511,192.321762,-415.466278,255.126938,-1.004272,-0.649414,-0.30603,122.070305,-327.331512,230.4077,-0.773804,-0.139648,-0.176025,106.811516,-287.963867,205.688461,-0.611572,0.066406,-0.067017,124.816887,-203.857407,130.126953,-0.561401,0.075317,-0.038208,175.170883,-123.474113,47.729488,-0.534668,0.010986,0.089722,196.899399,-82.763664,13.671874,-0.497437,0.097778,0.105835,204.223618,13.427733,-29.113768,-0.507935,0.168579,0.079102,185.913071,107.116692,-63.049313,-0.592285,0.273682,-0.026245,176.330551,147.277832,-84.472649,-0.634155,0.271118,-0.098877,149.902344,198.852524,-149.414062,-0.717041,0.203613,-0.220825,15.441894,220.642075,-218.749985,-0.890137,0.00769,-0.416382,-80.871574,226.440414,-251.708969
junk,-0.102783,-0.440063,0.062256,627.868652,-33.14209,394.103973,-0.215942,-0.893799,-0.129761,619.628906,-73.242187,341.97995,-0.307007,-0.977051,-0.167725,596.862793,-73.913574,307.678223,-0.301025,-0.91626,-0.19397,550.109863,-20.751951,233.398422,-0.210937,-0.758545,-0.308472,470.642059,52.429195,181.76268,-0.168945,-0.68103,-0.400146,403.015106,83.129875,163.635239,-0.182861,-0.616455,-0.408569,257.202148,137.634277,126.342766,-0.267578,-0.509399,-0.452393,145.874023,192.382797,97.473137,-0.326172,-0.461182,-0.658569,79.223633,212.89061,85.510246,-0.310425,-0.414551,-0.777466,-31.98242,218.994125,58.227535,-0.264648,-0.24939,-0.960693,-81.359856,172.668442,12.756347,-0.22229,-0.191162,-1.054077,-70.800781,140.930176,-12.390136,-0.225342,-0.280884,-1.088989,9.70459,82.458488,-48.46191,-0.265015,-0.506104,-1.073364,86.669914,48.46191,-60.546871,-0.334351,-0.656738,-1.002686,94.726555,44.55566,-55.969234,-0.353149,-0.777466,-0.994385,67.382812,53.894039,-27.526854,-0.346313,-0.755127,-0.985107,9.82666,58.898922,6.286621,-0.338623,-0.599121,-0.985596,-14.160155,56.579586,17.456055,-0.333496,-0.519653,-0.998535,-27.404783,40.40527,24.475096,-0.338867,-0.425781,-0.992065,-12.634276,15.686034,14.709472,-0.348999,-0.410156,-0.923096,-2.685547,5.554199,6.347656,-0.349243,-0.438354,-0.876709,13.122558,-6.103515,-8.544922,-0.349854,-0.526489,-0.796265,10.742187,-6.225585,-13.244628,-0.307007,-0.610107,-0.769287,2.441406,-5.92041,-8.972168,-0.302246,-0.614624,-0.758911,-18.615723,-8.483887,9.521484,-0.34021,-0.5354,-0.748901,-25.207518,-8.483887,16.235352,-0.342651,-0.475098,-0.745483,-23.559568,-4.150391,17.39502,-0.332642,-0.467041,-0.745605,-7.751464,0.061035,8.605957,-0.30603,-0.47583,-0.75354,1.831055,0.854492,3.662109,-0.310059,-0.519287,-0.75293,15.747069,0.610352,-0.732422,-0.314453,-0.531128,-0.759277,13.793944,2.380371,1.953125,-0.320557,-0.531616,-0.772461,8.361816,3.173828,4.699707,-0.349487,-0.495605,-0.789673,-2.502441,5.187988,7.080078,-0.346436,-0.486572,-0.804565,-6.591796,7.019042,2.197266,-0.326782,-0.496826,-0.81897,-5.859375,5.371093,-0.366211,-0.342896,-0.503662,-0.832153,-1.586914,0.793457,-3.723144,-0.335693,-0.5177,-0.835571,6.835937,-2.807617,-5.859375,-0.32019,-0.564575,-0.822266,10.559081,-4.882812,-5.432128,-0.320801,-0.602295,-0.805786,7.873535,-5.798339,-0.793457,-0.320679,-0.599731,-0.801636,-5.859375,-2.441406,6.286621,-0.324219,-0.549438,-0.817017,-11.047362,-0.12207,8.422852,-0.311768,-0.529785,-0.837646,-9.399414,1.342773,8.361816,-0.310181,-0.541016,-0.837769,2.502441,-1.647949,7.141113,-0.302979,-0.572998,-0.835937,5.859375,-3.295898,7.507324,-0.302002,-0.603149,-0.846069,3.723144,-6.103515,11.596679,-0.302734,-0.607666,-0.850098,-0.549316,-8.300781,16.357422,-0.30188,-0.603394,-0.859863,-2.319336,-8.544922,17.456055,-0.298218,-0.607178,-0.86792,-4.943848,-7.324218,18.249512
flick,-0.063477,-0.553711,0.809814,-2.380371,-81.05468,69.091797,-0.072144,-0.535034,0.823853,-3.173828,-83.129875,66.40625,-0.090332,-0.505249,0.854248,-3.234863,-84.96093,64.208984,-0.10083,-0.476562,0.881592,-2.563476,-87.646477,57.312008,-0.104126,-0.46228,0.888062,-0.854492,-86.486809,47.424313,-0.10791,-0.457275,0.890869,-0.976562,-84.777824,42.114254,-0.113281,-0.467529,0.895508,-2.319336,-78.24707,33.447266,-0.116943,-0.475708,0.89856,-3.662109,-67.993164,28.07617,-0.124023,-0.494507,0.900879,-4.882812,-61.706539,25.695799,-0.131104,-0.519531,0.89502,-9.033203,-49.560543,20.26367,-0.128418,-0.517334,0.889404,-13.305663,-40.832516,14.282226,-0.116821,-0.506104,0.890869,-14.587401,-37.475586,10.803222,-0.115234,-0.519897,0.915649,-15.686034,-30.395506,3.662109,-0.116943,-0.538696,0.925049,-17.150879,-22.094725,0.793457,-0.131104,-0.593872,0.947266,-19.348145,-18.493652,2.685547,-0.195557,-0.723877,1.12561,-29.846189,-9.460449,16.662598,-0.256958,-0.752075,1.38147,-4.943848,66.345215,38.94043,-0.490845,-0.80957,2.022095,36.437988,170.04393,48.095699,-1.17981,-1.100586,2.20813,84.899895,503.112762,63.598629,-1.514771,-1.078857,1.959717,-11.779784,841.430603,97.961418,-1.042236,-0.494751,1.239502,-69.396973,938.720642,114.44091,-0.375732,-0.372925,0.904175,3.112793,954.528748,112.792961,0.378418,-0.37146,0.406128,14.587401,862.670837,107.055656,0.152832,-0.404663,-0.132568,-37.780762,816.89447,109.008781,0.088013,-0.469604,-0.559937,-121.398918,702.819763,126.098625,0.127441,-0.517822,-1.415527,-148.376465,620.97168,128.78418,0.27063,-0.473022,-1.754883,-145.507812,407.348602,90.209953,0.314697,-0.455322,-1.709473,-80.566399,154.968262,49.987789,0.291626,-0.317993,-1.314209,-40.283199,42.480465,41.625973,0.333618,-0.218628,-1.068726,0.671387,-121.154778,31.433104,0.411865,-0.164307,-0.992554,6.286621,-249.328598,6.896972,0.611206,-0.139038,-0.812012,33.508301,-305.969238,-15.136718,0.684326,-0.290771,-0.521606,116.394035,-410.095184,-59.631344,0.617065,-0.333984,-0.320068,163.879379,-484.985321,-86.97509,0.427856,-0.339966,0.18396,172.790512,-493.286102,-101.684563,0.264771,-0.605835,0.501465,161.376938,-455.932587,-130.004883,0.295288,-0.756836,0.598145,112.792961,-372.619598,-126.342766,0.409058,-0.884399,0.689819,73.852539,-333.435028,-114.074699,0.402832,-0.886475,0.704956,17.51709,-260.437012,-69.763184,0.423828,-0.860962,0.702026,7.93457,-222.778305,-45.104977,0.533203,-0.706177,0.681519,17.028809,-164.672836,-24.353025,0.573853,-0.66394,0.644531,35.888672,-144.042969,-36.92627,0.553467,-0.706055,0.577881,43.151852,-146.54541,-45.043941,0.446045,-0.803223,0.599976,47.912594,-158.691406,-48.33984,0.391724,-0.838501,0.636719,32.104492,-150.390625,-33.38623,0.356567,-0.825195,0.709961,27.038572,-135.742187,-22.827147,0.364624,-0.803223,0.70874,16.296387,-102.539055,-5.065917,0.38562,-0.724121,0.654907,4.211426,-83.374016,-1.159668
8,-0.827026,-0.616943,-0.099121,2.685547,-14.09912,4.699707,-0.825439,-0.599121,-0.106689,5.859375,-17.150879,5.004883,-0.803101,-0.633545,-0.14209,8.911133,-22.583006,5.493164,-0.773437,-0.700317,-0.158691,3.723144,-45.959469,12.023925,-0.769897,-0.699951,-0.145996,-3.173828,-75.561523,23.315428,-0.801758,-0.61853,-0.127808,2.13623,-84.289543,26.367186,-0.816284,-0.523682,-0.144653,22.338865,-85.449211,18.371582,-0.800659,-0.501343,-0.148804,49.865719,-75.073242,-0.976562,-0.75293,-0.486938,-0.204468,68.54248,-70.983887,-8.117676,-0.722412,-0.46582,-0.278931,119.750969,-78.24707,-11.413573,-0.717773,-0.398804,-0.318604,198.425278,-106.445305,-19.836426,-0.77124,-0.427612,-0.328857,241.149887,-123.352043,-33.14209,-0.930298,-0.692017,-0.168823,276.428223,-139.770508,-70.617676,-1.008545,-0.843506,-0.089233,207.702621,-110.473625,-117.248528,-1.02478,-1.096924,-0.011719,144.104004,-85.876457,-137.512207,-0.980103,-1.438354,0.433228,-6.225585,7.446289,-138.244629,-1.19873,-1.782227,0.537354,-274.047852,290.527344,-96.984856,-1.743408,-1.95105,-0.496948,-489.379852,442.932098,-64.025879,-1.647705,-0.940674,-0.920898,-784.362732,626.525879,13.488769,-1.61145,-0.590576,-0.653931,-751.403748,760.986267,80.444328,-1.725708,-0.920898,-0.144775,-740.600525,839.599548,118.530266,-1.626343,-1.028809,-0.369995,-767.333923,942.199646,255.249008,-1.289307,-0.945435,-0.479858,-666.32074,844.970642,397.888153,-0.482544,-1.149536,-0.657471,-550.598145,700.500427,452.636688,-0.05835,-0.937622,-0.494263,-341.064423,271.057129,540.771484,-0.083374,-0.378418,-0.094727,-166.076645,-143.249512,574.523926,-0.131104,1.101563,0.611572,-73.669434,-307.006836,554.504395,-0.89209,2.177246,1.021484,74.523926,-615.600586,369.44577,-1.344971,2.230713,0.840454,155.090332,-816.467224,26.916502,-1.42688,1.453857,0.267334,376.342743,-868.591248,-35.949707,-0.707642,0.041748,0.189575,701.72113,-755.309998,45.532223,-0.458618,-1.198853,0.175537,533.569336,-465.148895,252.19725,-0.988403,-1.868286,0.264771,483.886688,-317.932129,427.856415,-1.2229,-0.822754,-0.277344,548.400879,-142.089844,646.728455,-1.026855,-0.686035,-0.216064,650.573669,-147.216797,597.290039,-0.757812,-0.621826,0.025269,651.550232,-124.328606,560.546875,-0.514404,-0.17981,-0.064819,588.500977,-13.488769,494.934052,-0.407837,-0.123779,-0.135742,536.193848,108.215324,377.01413,-0.296631,-0.365234,-0.213989,515.258789,157.653809,310.058594,-0.233887,-0.317383,-0.259521,459.04538,237.243637,192.932114,-0.243408,-0.251831,-0.31311,379.333466,303.100586,109.680168,-0.314453,-0.306641,-0.456055,326.47702,326.721161,90.026848,-0.444458,-0.48645,-0.452393,166.381821,347.106903,83.801262,-0.559814,-0.539917,-0.430054,62.07275,382.568329,84.96093,-0.643555,-0.378296,-0.629028,10.925292,402.526825,83.801262,-0.506836,-0.351318,-0.873535,-157.531738,377.01413,67.565918,-0.483032,-0.410522,-0.984253,-199.340805,263.427734,6.774902,-0.586548,-0.632935,-1.049561,-159.301758,188.781723,-20.568846
double,0.620361,-0.665283,-0.288208,-23.437498,8.239746,41.381832,0.621338,-0.605347,-0.287964,-24.414061,5.310058,41.137691,0.644165,-0.579956,-0.274292,-18.371582,-0.061035,35.583496,0.651245,-0.579468,-0.261353,-8.178711,-5.554199,26.18408,0.646118,-0.5802,-0.233765,-0.366211,-7.080078,18.737793,0.648926,-0.593262,-0.218262,1.953125,-6.04248,15.502929,0.661133,-0.615356,-0.216064,0.549316,-2.868652,10.437011,0.678711,-0.661865,-0.213867,-9.338379,-0.854492,10.742187,0.697998,-0.682739,-0.21936,-15.441894,-0.732422,13.061522,0.709351,-0.690552,-0.221436,-25.756834,-3.479004,18.188477,0.719116,-0.689087,-0.213867,-33.691406,-7.690429,21.057127,0.71814,-0.691284,-0.187378,-37.597656,-9.155273,21.423338,0.715698,-0.702759,-0.173828,-46.56982,-8.056641,22.338865,0.718018,-0.693359,-0.162598,-48.828121,-3.479004,24.658201,0.725464,-0.751831,-0.133301,-48.950191,-0.793457,26.794432,0.71936,-0.817261,-0.108887,-67.321777,7.324218,39.855957,0.716309,-0.877075,-0.098145,-111.328117,18.188477,65.490723,0.752686,-0.691528,-0.16687,-130.371094,20.935057,75.98877,0.769165,-0.521973,-0.20166,-123.474113,15.441894,73.669434,0.801147,0.016602,-0.263794,-6.225585,-3.540039,16.296387,0.773682,0.752441,-0.427979,113.708488,-17.39502,-48.400875,0.678711,0.924316,-0.610107,473.510712,-46.020504,-235.107407,0.358643,0.38208,-1.109985,835.876404,-67.382812,-394.226044,0.15625,-0.696411,-1.504883,952.087341,-73.425293,-432.006805,0.127441,-1.092896,-1.61792,1036.682129,-74.768066,-404.785126,0.007202,-2.374023,-1.074219,990.295349,-55.236813,-321.777313,0.089478,-3.796387,-0.197144,467.529266,90.576164,-27.770994,0.119263,-3.438843,-0.692993,-615.905762,191.833481,268.432617,0.107178,-1.666016,-2.255493,-982.665955,167.785629,365.783661,0.125,-0.227905,-2.127441,-1049.804687,76.293945,471.984833,0.223755,0.230713,-1.752075,-680.114685,-3.540039,459.594696,0.727173,1.898315,-1.108032,-461.975067,-55.847164,362.609833,0.598267,1.854614,-0.525024,106.445305,-135.070801,-20.935057,0.257202,0.747925,-0.429565,536.437988,-100.097649,-299.01123,0.162109,-0.693237,-0.61792,609.985352,-55.786129,-337.280243,0.385254,-0.99707,-0.956665,642.578064,-2.197266,-315.307617,0.424561,-1.086914,-1.033936,647.643982,-8.117676,-244.995102,0.216553,-1.670654,-0.795898,607.788086,-0.854492,-191.894516,0.264771,-1.945313,-0.594849,290.405273,86.791985,-33.630371,0.422607,-1.65625,-0.790161,-197.631821,136.59668,116.271965,0.555786,-0.889771,-1.300171,-365.53952,111.267082,165.405258,0.505005,-0.40918,-1.30603,-481.689423,12.878417,221.496567,0.447388,-0.277466,-1.160156,-402.893036,-55.114742,214.294418,0.442871,-0.03418,-0.897095,-350.402802,-65.490723,182.983383,0.518311,-0.046631,-0.685547,-246.887192,-62.438961,102.72216,0.538208,-0.131714,-0.593506,-140.686035,-54.199215,38.146973,0.557495,-0.341309,-0.443604,-94.055168,-48.095699,17.211914,0.580322,-0.424316,-0.410645,-18.432617,-31.372068,-2.624511
